Area,Perimeter,MajorAxisLength,MinorAxisLength,AspectRation,Eccentricity
28395,610.291,208.178116708527,173.888747041636,1.19719142411602,0.549812187138347
28734,638.018,200.524795663648,182.734419351024,1.09735646068106,0.41178525136724
29380,624.11,212.826129860206,175.931142612714,1.20971265632436,0.562727316750412
30008,645.884,210.557998960925,182.516515695305,1.15363805932189,0.498615976402717
30140,620.134,201.847882166738,190.279278786648,1.06079801990978,0.333679657773177
30279,634.927,212.560556425386,181.510181599753,1.17106684898868,0.520400660291264
30477,670.033,211.05015532184,184.039050112943,1.1467683363521,0.489477894457261
30519,629.727,212.996755056346,182.737203764065,1.16559053476242,0.513759557963588
30685,635.681,213.534145164516,183.157146295974,1.16585210832808,0.514080860347291
30834,631.934,217.227812764409,180.897468573821,1.20083390042444,0.553642224684322
30917,640.765,213.560089393098,184.439870859033,1.15788461788895,0.504102365412161
31091,638.558,210.486254870828,188.32684762014,1.1176646215381,0.446621923566855
31107,640.594,214.648548507602,184.969252585646,1.16045529463451,0.507365875296869
31158,642.626,216.484836208562,183.64431215612,1.17882679657687,0.529514250950734
31158,641.105,212.0669751385,187.192960068368,1.13287900923757,0.469924156725518
31178,636.888,212.975925175588,186.56208823219,1.14158201804926,0.482352224460347
31202,644.454,215.640694698434,184.471684245499,1.16896365737873,0.517871223251886
31203,639.782,215.067736952165,184.874875944121,1.16331511166055,0.51094682922762
31272,638.666,212.450318949182,187.535938994111,1.13285122888287,0.469883494214806
31335,635.011,216.790092286783,184.163440299905,1.17716139497474,0.52758671006422
31374,636.401,219.865394008333,182.008863698133,1.207992784203,0.560994520118261
31530,638.857,213.785654347426,188.066482344252,1.13675574553522,0.475535641525624
31573,674.103,217.307026058546,185.448250670846,1.17179334543439,0.521268390422128
31637,656.711,229.719254636411,175.510445975356,1.30886371668537,0.645190802030003
31675,657.431,236.752632109384,171.210559184609,1.38281559990762,0.690678219290455
31682,646.721,210.045681626729,192.248415947661,1.09257431636738,0.402841973574384
31703,656.305,215.708906739895,187.272449690278,1.15184538407356,0.496263280854626
31748,641.826,219.776518299812,184.115105311921,1.19369085946248,0.546072627557524
31768,650.954,220.959494859984,183.292068076593,1.20550494726073,0.558465259169797
31811,642.092,223.98468285222,180.91712284293,1.23805132058551,0.589564968712359
31821,649.681,213.735645200693,189.969201915978,1.12510682281661,0.458286561004727
31823,662.532,222.872688946637,181.894696257825,1.22528415358922,0.577858150317048
31837,656.404,224.91255418413,180.439421864232,1.24647126365413,0.596968353593323
31915,640.718,216.320361538156,188.065306942129,1.15024065339558,0.494138341379461
31972,639.974,213.687480532895,190.644947293341,1.12086621526926,0.451705438552652
31992,640.338,212.88736370737,191.487253659592,1.11175736054902,0.436968431674381
31994,654.535,212.171396083836,192.422531787773,1.10263280558976,0.421302376628277
32015,653.676,212.929989278447,191.810134583788,1.11010812718779,0.434206940282972
32026,654.237,230.979067419152,176.931808304158,1.30546943273243,0.642831065083752
32038,645.085,224.482321107924,181.940866806836,1.23382022438232,0.585751299809343
32044,652.651,216.147146845467,188.970540325967,1.14381398535783,0.485443520101132
32057,642.082,215.918285273981,189.303386911369,1.14059388369566,0.4809714696791
32066,669.313,236.436655048021,173.230899314783,1.36486421292766,0.680580172001964
32109,663.582,224.472352289152,182.364496199987,1.23089941828912,0.583080943792937
32114,648.566,222.657507373999,183.829036100673,1.21122055632202,0.564236126931391
32167,654.893,217.960517017149,188.204715944682,1.15810337654458,0.504381753098667
32213,658.216,221.481114338168,185.295432369925,1.1952864218261,0.547784366560733
32218,653.595,222.756071381096,184.404683949012,1.20797404171517,0.560975566460154
32233,665.493,221.233683701027,185.592372872437,1.1920408165323,0.544289509536922
32251,644.051,220.980962776812,186.027783501276,1.1878922525317,0.539747142543915
32258,654.808,220.804030078904,186.277755809551,1.18534834779013,0.53691890750618
32262,652.419,222.698656271345,184.512992892548,1.20695379105923,0.559941517597534
32279,646.556,218.181603796504,188.553141772327,1.15713587026809,0.503143725687597
32323,649.59,217.371457379769,189.591319048293,1.14652642573999,0.489149967062039
32338,653.602,221.411341343968,186.136272979216,1.18951205909603,0.541530904990862
32355,657.166,221.279621000057,186.360409938842,1.18737462035351,0.53917432775905
32368,675.385,221.658064937458,186.17622928518,1.19058198669352,0.542701939342946
32376,643.009,219.130013730037,188.300427392052,1.16372552502919,0.511456520670891
32433,653.76,219.83669711196,188.00923682406,1.16928668413076,0.518261407847296
32465,653.85,225.202449417725,183.692094560686,1.22597790588819,0.578509867521597
32514,649.012,221.445489897254,187.134423177447,1.18334984091768,0.534673643692279
32518,651.651,221.262785372889,187.256110603346,1.18160515381833,0.532696426660149
32518,655.131,220.821199193386,187.665586505827,1.17667390865256,0.527019604549459
32525,663.914,225.077855560317,184.214734173858,1.22182330620684,0.574579253881494
32578,657.571,227.037573996575,182.842305722646,1.24171248606419,0.59281399771747
32581,649.583,224.424177897585,184.92347131983,1.21360569480895,0.566603091116334
32615,664.789,218.146746288941,191.00227698353,1.14211594612431,0.48309517204947
32622,657.009,235.270869763518,177.158189532593,1.32802706092361,0.658024287867092
32698,653.049,225.014190639487,185.143724263941,1.21534873263491,0.568317851857586
32705,654.454,223.875867501602,186.149929796842,1.20266425964239,0.555543832848451
32713,660.043,215.416320785902,193.486462096994,1.11334053272376,0.439591560128493
32729,656.679,214.265720692008,194.793825044591,1.09996156522395,0.416528465712701
32774,660.614,222.870051301159,187.479247653151,1.18877184590309,0.540717402508646
